id,name,nrate,avg_rate,pic_url
811,Rummikub,16030,6.43,https://cf.geekdo-images.com/LeaLDlTTmeN639MfuflcMw__micro/img/fsJobXzJjYhs2Xm27chyaiQMH2Q=/fit-in/64x64/filters:strip_icc()/pic2286966.jpg
172287,Champions of Midgard,16013,7.75,https://cf.geekdo-images.com/VJwOnMF5vwJg2Yaq6ozn3Q__micro/img/-RNDo77HZqz7-B__L7tFnYXCn8Q=/fit-in/64x64/filters:strip_icc()/pic2869714.jpg
156009,Port Royal,15961,7.13,https://cf.geekdo-images.com/9lQIIxg_l6G-ZWmTqEHlOA__micro/img/5YB-aPjdT8ppVLiGAcBLQUfouu8=/fit-in/64x64/filters:strip_icc()/pic1949286.jpg
2807,Catan: 5-6 Player Extension,15930,6.97,https://cf.geekdo-images.com/qGCU44UcimWPJ7BucwV1cg__micro/img/r8EyU6lS2xQLtEyEqSbKohHnpQw=/fit-in/64x64/filters:strip_icc()/pic2420287.jpg
46213,Telestrations,15922,7.39,https://cf.geekdo-images.com/oc3u6OQpJkf9TvDw4iI9xA__micro/img/_jLHA9bOGNzdZeUrYCfgUHHZbVA=/fit-in/64x64/filters:strip_icc()/pic4991936.jpg
438,Scotland Yard,15900,6.51,https://cf.geekdo-images.com/NbHZjHmQcA5_TenhVJtJ3w__micro/img/6FjTH4dHCK1dTxUcG6P8wMoYP8M=/fit-in/64x64/filters:strip_icc()/pic4527702.jpg
198994,Hero Realms,15834,7.55,https://cf.geekdo-images.com/6xc4TuJynN5o_ZF0fHOdAA__micro/img/eam3ZSSq-J6bUY8ee_oZRs7CQDc=/fit-in/64x64/filters:strip_icc()/pic6162556.png
131835,Boss Monster: The Dungeon Building Card Game,15789,6.28,https://cf.geekdo-images.com/VBwaHyx-NWL3VLcCWKRA0w__micro/img/-GpO03P2LimwRPJNj43gXjZ1DAw=/fit-in/64x64/filters:strip_icc()/pic1732644.jpg
199478,Flamme Rouge,15787,7.52,https://cf.geekdo-images.com/sUrK5CCscls-tTc2hJWDPg__micro/img/PTlyXvh_tmf5UpHHNWxbslhusrc=/fit-in/64x64/filters:strip_icc()/pic3482521.jpg
247763,Underwater Cities,15775,8.08,https://cf.geekdo-images.com/PwOwTVHovJAUQgghnGqCOg__micro/img/9ftDcGDumAWKm_3hmu6JUwjb1aU=/fit-in/64x64/filters:strip_icc()/pic4837710.png
160499,King of New York,15742,6.91,https://cf.geekdo-images.com/FGekxht_r5xqt8oSmQ9HZg__micro/img/ER8ewGSYy-b0WrM0pEZmPopPPYQ=/fit-in/64x64/filters:strip_icc()/pic2407103.jpg
3,Samurai,15712,7.46,https://cf.geekdo-images.com/o9-sNXmFS_TLAb7ZlZ4dRA__micro/img/2FokcSwvRLQgyYC6_QK3Lme6dlc=/fit-in/64x64/filters:strip_icc()/pic3211873.jpg
102652,Sentinels of the Multiverse,15643,7.17,https://cf.geekdo-images.com/KQJVwFggx85c6tkq99MW9Q__micro/img/Nz8UID0TyPfT22RMzLgMHjNn4dU=/fit-in/64x64/filters:strip_icc()/pic1296144.jpg
38453,Space Alert,15601,7.41,https://cf.geekdo-images.com/tinE1f2lauIsEL4aC9aU-w__micro/img/KUsjw2BlqR5zR3HqPp2wy8hsets=/fit-in/64x64/filters:strip_icc()/pic384313.jpg
155703,Evolution,15557,7.08,https://cf.geekdo-images.com/wo_EYno7S66psGPMl_JtiQ__micro/img/Iw4dBbb5esa4t5wlD7AdYiMqyAk=/fit-in/64x64/filters:strip_icc()/pic3543505.jpg
185343,Anachrony,15535,8.11,https://cf.geekdo-images.com/31quLNzteInnevVRAABoow__micro/img/CMEokoPk9cBV5A82_eBwjDJPMfE=/fit-in/64x64/filters:strip_icc()/pic3499707.jpg
9217,Saint Petersburg,15479,7.28,https://cf.geekdo-images.com/Yoidfpvt2eACASYUpbmsyg__micro/img/bcmOETQzRfO10riB4-iP6knp8VE=/fit-in/64x64/filters:strip_icc()/pic246360.jpg
43443,Castle Panic,15441,6.65,https://cf.geekdo-images.com/ryPiCH15spkrdtvUI-utuA__micro/img/HoQmHEifhnaefV7eTFHqhh7Z60w=/fit-in/64x64/filters:strip_icc()/pic6966125.jpg
51811,Dominion: Seaside,15360,8.03,https://cf.geekdo-images.com/n1_bOankhLYghTFscRAG8A__micro/img/Qx3Fhd27h9Pu_7Duq8tUPdbv5wM=/fit-in/64x64/filters:strip_icc()/pic543471.jpg
77130,Sid Meier's Civilization: The Board Game,15360,7.39,https://cf.geekdo-images.com/1WAfWHPi4Vvm1UCMtQaeaA__micro/img/Fbdc_d2M_CGVqOwoIN3DgAIxLak=/fit-in/64x64/filters:strip_icc()/pic798666.jpg
274960,Point Salad,15343,7.2,https://cf.geekdo-images.com/Xy0W9NtEpX0EVjwgxO3IEA__micro/img/TRTwdSgE7fu2xERZGhGa53KXSyQ=/fit-in/64x64/filters:strip_icc()/pic4621571.png
521,Crokinole,15341,7.98,https://cf.geekdo-images.com/7ejbxsn-UtLl3ehamuAEdw__micro/img/5UygdMxz3N_dTCkGlwVlgJXK_vg=/fit-in/64x64/filters:strip_icc()/pic79413.jpg
158600,Hanamikoji,15275,7.51,https://cf.geekdo-images.com/uiVZ7QVfRFQx3EBG8eDU8w__micro/img/r_l4DZAV17oE9_lEaqlAccTdCNY=/fit-in/64x64/filters:strip_icc()/pic6339446.png
823,The Lord of the Rings,15255,6.74,https://cf.geekdo-images.com/oWttjfs235Zh7jLGWO7_Hg__micro/img/MSTFc91aMowZkjajHEaRYr76Sq0=/fit-in/64x64/filters:strip_icc()/pic479124.jpg
1917,Stratego,15219,6.11,https://cf.geekdo-images.com/O3JZyf9nB_2tGl4jpj8SPw__micro/img/6qiKGVHS46DBbIi39MY_zUPeFRc=/fit-in/64x64/filters:strip_icc()/pic25644.jpg
59959,Letters from Whitechapel,15209,7.37,https://cf.geekdo-images.com/H3G1t-oIjN9gEVVI21FoVg__micro/img/cujH9iiRm7desoZnWmXzjATLAOA=/fit-in/64x64/filters:strip_icc()/pic1545654.jpg
221107,Pandemic Legacy: Season 2,15167,8.07,https://cf.geekdo-images.com/Qtkb-UTvHa0-kxt_MK1nKw__micro/img/eYV_Y45Hk66WceHroLlRqnHEHmg=/fit-in/64x64/filters:strip_icc()/pic3763549.jpg
43111,Chaos in the Old World,15129,7.67,https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__micro/img/KLaFtMCpPkj64VnhCnoXryGSaro=/fit-in/64x64/filters:strip_icc()/pic1318481.jpg
555,The Princes of Florence,15039,7.52,https://cf.geekdo-images.com/2VxE_6b8dsoGQ1PWBlZr5A__micro/img/F-IINpYxgkqIiHO4dFqzJ8-rI8U=/fit-in/64x64/filters:strip_icc()/pic7003069.jpg
242302,Space Base,14998,7.57,https://cf.geekdo-images.com/MHhQxXVjiaa6C-04nGiIWw__micro/img/MR0evoX6p51T9Xwc0fz-K2QD2cg=/fit-in/64x64/filters:strip_icc()/pic6640638.jpg
172818,Above and Below,14980,7.38,https://cf.geekdo-images.com/U0wpvRmBe65e4vwGf0Jbpg__micro/img/FNt-19TVLHdehdXPXLpP6ch7M-U=/fit-in/64x64/filters:strip_icc()/pic2398773.jpg
2471,Zombies!!!,14978,5.8,https://cf.geekdo-images.com/MLkRHrISvHx8plwBsCk9iw__micro/img/T4xkDjQCsVv6nCSQQAtSMdenYLg=/fit-in/64x64/filters:strip_icc()/pic2525171.jpg
12692,Gloom,14969,6.33,https://cf.geekdo-images.com/jD7_Ir8gL_9AXC-wjnqjHg__micro/img/nZ-rpfOOh1Gkd_JLKAR5UV6fIEY=/fit-in/64x64/filters:strip_icc()/pic2080481.jpg
176189,Zombicide: Black Plague,14854,7.64,https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__micro/img/17IfAug85jPaAXn4YYcYgtnXHCY=/fit-in/64x64/filters:strip_icc()/pic2482309.jpg
48726,Alien Frontiers,14844,7.38,https://cf.geekdo-images.com/UWZTWLXFfg_6HpXJmviL3g__micro/img/QSCc2y-vxXf0s2zAdKL9L9TaTLY=/fit-in/64x64/filters:strip_icc()/pic3360924.png
221194,Dinosaur Island,14764,7.62,https://cf.geekdo-images.com/hLJv1A1TwrMrLLIJhVpKVA__micro/img/2q4ZXl47RT-ehH3NTN5WBzp--BI=/fit-in/64x64/filters:strip_icc()/pic3429338.png
161417,Red7,14746,6.89,https://cf.geekdo-images.com/7zH6Kt5ebWEixjDGmHweNA__micro/img/bt8RJ94CoATGfENN1ymIIeFqEjE=/fit-in/64x64/filters:strip_icc()/pic2247258.png
27588,Zooloretto,14739,6.81,https://cf.geekdo-images.com/FF_R0HV6APUKh0IW2w6oqw__micro/img/DSX3dt4AktNsOotiU6orBQau22g=/fit-in/64x64/filters:strip_icc()/pic2021685.png
140620,Lewis & Clark: The Expedition,14721,7.46,https://cf.geekdo-images.com/IiJ1JK6AjlSCKsC8U_DqMw__micro/img/S4aqpOMQRBpqEX7hcNgh0JSxqIs=/fit-in/64x64/filters:strip_icc()/pic5375937.jpg
215,Tichu,14625,7.57,https://cf.geekdo-images.com/gz8_8iYP2SSGVAxpp7CwLg__micro/img/Zh8jmDHSaC7uODAT8h6CVmuS17c=/fit-in/64x64/filters:strip_icc()/pic5854968.png
27627,Talisman: Revised 4th Edition,14589,6.52,https://cf.geekdo-images.com/PxQnAcYv74J-dJW_s6CHMA__micro/img/uHOsgjbuPAYoKXUd7CpwRtDtbVc=/fit-in/64x64/filters:strip_icc()/pic332870.jpg
20100,Wits & Wagers,14512,6.93,https://cf.geekdo-images.com/TxojLHTFHfBOBAk9MQSyLg__micro/img/dzKRcYtnRFYuMc11zrkHNRUs4GU=/fit-in/64x64/filters:strip_icc()/pic2558555.jpg
66690,Dominion: Prosperity,14492,8.24,https://cf.geekdo-images.com/fEawLvevkxPv9AQ3mSiwVQ__micro/img/DrZXn-8_rBUaSGE9LH7azvd7rOM=/fit-in/64x64/filters:strip_icc()/pic1747320.jpg
191862,Imhotep,14431,7.16,https://cf.geekdo-images.com/HkAt5n4R8XM0vNozl7fftA__micro/img/tLvdBjc8RBd6m9MBB7SAbyS6r9o=/fit-in/64x64/filters:strip_icc()/pic3029488.jpg
21241,Neuroshima Hex! 3.0,14411,7.39,https://cf.geekdo-images.com/8KB-cVXjNmYA6xuw-lo6eg__micro/img/k3SyRsZFaevVgQXWcjiu7zzmHtE=/fit-in/64x64/filters:strip_icc()/pic1844819.jpg
155362,Ca$h 'n Guns: Second Edition,14400,6.85,https://cf.geekdo-images.com/b4qSA5fvVJe9QQOKPCMoNA__micro/img/vaB7Q7BJeKrXO4VedixjgmDBnuw=/fit-in/64x64/filters:strip_icc()/pic2907864.jpg
92539,7 Wonders: Leaders,14363,7.82,https://cf.geekdo-images.com/S8YmOOnFFI58OZ3bBM2A7w__micro/img/IJePqvOJUzqyxbfmMUTtBlkVBKU=/fit-in/64x64/filters:strip_icc()/pic1046319.jpg
200680,Agricola (Revised Edition),14363,7.98,https://cf.geekdo-images.com/Vf_0TrTfz9yll7rVBvYGsg__micro/img/-rkh8miCGz860ChoPFB0i_jjgog=/fit-in/64x64/filters:strip_icc()/pic3029377.jpg
266810,Paladins of the West Kingdom,14277,8.01,https://cf.geekdo-images.com/4nhokcLdYoo6ulbZ1rmGgA__micro/img/WMzScSxJICvIyErl47KBVoskhnQ=/fit-in/64x64/filters:strip_icc()/pic4462987.png
97207,Dungeon Petz,14161,7.43,https://cf.geekdo-images.com/7JjAm9RM8E2pbu5KCCbsTQ__micro/img/sAJJZ3wL76E2goUQfFPZjPvVVHs=/fit-in/64x64/filters:strip_icc()/pic1103979.jpg
45,Perudo,14026,6.91,https://cf.geekdo-images.com/UCiGSoCqbOsXS8JzZZC_SA__micro/img/DmMaSgHjMK6YabR0LH-hBmJ96rI=/fit-in/64x64/filters:strip_icc()/pic3949242.png
43015,Hansa Teutonica,13976,7.71,https://cf.geekdo-images.com/3IkzYcplGfFtVrd3syClHg__micro/img/gSljCSjGBUwiOML1TUKVIMX1TJQ=/fit-in/64x64/filters:strip_icc()/pic839090.jpg
169654,Deep Sea Adventure,13960,6.94,https://cf.geekdo-images.com/owyKXaa5SPB2HG9F_MueNQ__micro/img/iXptFeoq3w2wNDW-ABy4MqvG2WI=/fit-in/64x64/filters:strip_icc()/pic3169827.png
29368,Last Night on Earth: The Zombie Game,13938,6.92,https://cf.geekdo-images.com/jseUQXzKFKPPSUV_SB1YAg__micro/img/Sk4dAUcmj--PUvXLGIyDyi3uXu8=/fit-in/64x64/filters:strip_icc()/pic6974555.jpg
171668,The Grizzled,13855,7.16,https://cf.geekdo-images.com/5JuQCtSAeSZpAL3WgWdwow__micro/img/vWt_HVD0X_DPmHFFvFmUkKff9OA=/fit-in/64x64/filters:strip_icc()/pic3719610.png
2243,Yahtzee,13834,5.44,https://cf.geekdo-images.com/dp-pJkUemCjhrwi9QItrPA__micro/img/3qjMWE7sjW6MLUCwOt0E7ihuGUE=/fit-in/64x64/filters:strip_icc()/pic378237.jpg
197376,Charterstone,13830,7.26,https://cf.geekdo-images.com/yKjDaHQiv28iqtzDxfQOZQ__micro/img/TuSUnJIZZcIBzBKdjF2kSiaPIxM=/fit-in/64x64/filters:strip_icc()/pic3322613.jpg
2452,Jenga,13828,5.63,https://cf.geekdo-images.com/YH5C06snaoJtDqKjwMROPw__micro/img/6evsKUeGon0CmYZyGz1GnHApHHg=/fit-in/64x64/filters:strip_icc()/pic5140451.jpg
269385,The Lord of the Rings: Journeys in Middle-Earth,13821,7.96,https://cf.geekdo-images.com/1XA2-niwTBa0HEB7hOz3Dw__micro/img/yhbf5YV6KtavOaIVcFC1ZrDQE_0=/fit-in/64x64/filters:strip_icc()/pic4530974.jpg
19857,Glory to Rome,13763,7.49,https://cf.geekdo-images.com/S_-n-WRvpzgH-d8xuzJgmg__micro/img/RhyNzWNeEPIO6hULZvb7r99c_24=/fit-in/64x64/filters:strip_icc()/pic1079512.png
271324,It's a Wonderful World,13760,7.74,https://cf.geekdo-images.com/od4vDTdXGPSVc-kjLqM11w__micro/img/ZtJTSG15QyoG9zz0XZ9BKTBqb84=/fit-in/64x64/filters:strip_icc()/pic4651175.jpg
125618,Libertalia,13668,7.14,https://cf.geekdo-images.com/LeUx57CGYdnIEsnGebOB0A__micro/img/6zCaWsmb8Jp1wprYbT_IyHSe_Do=/fit-in/64x64/filters:strip_icc()/pic1326136.jpg
278,Catan Card Game,13666,6.71,https://cf.geekdo-images.com/CRCOv0p4FgZaze_3fGuhIA__micro/img/iloyeb-oT1HWFnnv7tcoswA8gqk=/fit-in/64x64/filters:strip_icc()/pic706443.jpg
25292,Merchants & Marauders,13635,7.39,https://cf.geekdo-images.com/RmKYojYHmV8X-ebtNgaz-g__micro/img/SiaRHWgBMbF_dbgNVgtAxqCNz90=/fit-in/64x64/filters:strip_icc()/pic738119.jpg
283155,Calico,13614,7.63,https://cf.geekdo-images.com/t8bTlZmxz6PiskMSjcBHcw__micro/img/kO7NQ8e42oC6yjjk-dvGpGjNjGo=/fit-in/64x64/filters:strip_icc()/pic4815033.jpg
91536,Quarriors!,13598,6.74,https://cf.geekdo-images.com/12Bgvi0MpA10redngwI5MA__micro/img/ftK6AjL6zNba91mMcFWWqAhQZuI=/fit-in/64x64/filters:strip_icc()/pic1604985.jpg
45315,Dungeon Lords,13554,7.37,https://cf.geekdo-images.com/7B3t9ZgAvTqaAMsrPsBjPg__micro/img/S0fEpiKWFw3HaB883TUvjIP63BE=/fit-in/64x64/filters:strip_icc()/pic569340.jpg
181279,Fury of Dracula (Third/Fourth Edition),13513,7.47,https://cf.geekdo-images.com/iLiUp891Wqb5EE0gBqjBaA__micro/img/oZxfVfVooGiPtUcIveUUa247Vlg=/fit-in/64x64/filters:strip_icc()/pic4411188.jpg
20551,Shogun,13504,7.53,https://cf.geekdo-images.com/j6UzppDoJv9tKHQl-pWpIw__micro/img/hRYLArQb0yagWbKaDb419uzaUaU=/fit-in/64x64/filters:strip_icc()/pic3336315.jpg
503,Through the Desert,13489,7.09,https://cf.geekdo-images.com/AuiR-lD7RsdYLXbxMaQI8A__micro/img/ah8j6bKKIJNTQjthAGLG7mZjGl4=/fit-in/64x64/filters:strip_icc()/pic3764263.jpg
150312,Welcome to the Dungeon,13392,6.56,https://cf.geekdo-images.com/6eQXDEMIWldaut9w7jXihg__micro/img/nsvjdbHQ422vXmrdr7kMSahNxN0=/fit-in/64x64/filters:strip_icc()/pic6771265.jpg
276025,Maracaibo,13388,8.1,https://cf.geekdo-images.com/rMNa0k05zMdKgSEp26Q3Tw__micro/img/rDI-yCgwVbB_szRjUWOY8IKIdUk=/fit-in/64x64/filters:strip_icc()/pic4917407.jpg
83330,Mansions of Madness,13354,7.28,https://cf.geekdo-images.com/JtjGOgkaIxnLUeoV56cWFQ__micro/img/D9FUu4-BhBTw08yIZVjF9QplXiI=/fit-in/64x64/filters:strip_icc()/pic814011.jpg
119890,Agricola: All Creatures Big and Small,13278,7.35,https://cf.geekdo-images.com/iaxdcb_l3F8McwzyoiiCig__micro/img/wi1Fn1qHOX0BCYezqYneLTlmsfI=/fit-in/64x64/filters:strip_icc()/pic1514252.jpg
251247,Barrage,13165,8.2,https://cf.geekdo-images.com/jEPmWvvYpqkWrKOzqIHFsg__micro/img/Uwm0ZfmY4ZNWWxlackDXrsmS-Io=/fit-in/64x64/filters:strip_icc()/pic4336469.png
221965,The Fox in the Forest,13156,7.15,https://cf.geekdo-images.com/spcy6nvsfq-hxYgwEpmidQ__micro/img/JIsg3_QQ0J-4frq74pDnlBJO5j8=/fit-in/64x64/filters:strip_icc()/pic3496085.jpg
31627,Ticket to Ride: Nordic Countries,13147,7.63,https://cf.geekdo-images.com/uiLW4kCvt86Tz2woZmIN5g__micro/img/_taodevE-4YoRQ231J4JwiwB7b0=/fit-in/64x64/filters:strip_icc()/pic369616.jpg
155987,Abyss,13111,7.33,https://cf.geekdo-images.com/O9nPs9wrCghDF4izqFtoGQ__micro/img/O_nXkZIbaaS5EbyUUPv1zOOOx4g=/fit-in/64x64/filters:strip_icc()/pic1965255.jpg
2397,Backgammon,13040,6.55,https://cf.geekdo-images.com/_6HVCuGni6NunlrSje0ySQ__micro/img/dS4v8BYG9fva22OehUUk3VIluFE=/fit-in/64x64/filters:strip_icc()/pic1361122.jpg
71721,Space Hulk: Death Angel – The Card Game,12976,7.0,https://cf.geekdo-images.com/B0fdjhzvOdTJD65h1_1BNA__micro/img/H6Nil7Zw7E7ExOBcRI1kU8na1As=/fit-in/64x64/filters:strip_icc()/pic1873572.jpg
25554,Notre Dame,12963,7.32,https://cf.geekdo-images.com/d1g8Yh14XHf63H3VOC93AA__micro/img/7HR5lpqLIQ6ud7DIiAktP2tW0xw=/fit-in/64x64/filters:strip_icc()/pic199316.jpg
282524,Horrified,12911,7.71,https://cf.geekdo-images.com/SoClIcwjDo_iZs0idVikDw__micro/img/crkkHGsjssAoafxkIgWEmRrfa88=/fit-in/64x64/filters:strip_icc()/pic4848330.jpg
69789,Ascension: Deckbuilding Game,12870,7.04,https://cf.geekdo-images.com/DP20jf4R3RcsjJUwwV1vCw__micro/img/xB9CZNKRTQy7WSweAFcLA9JfrOY=/fit-in/64x64/filters:strip_icc()/pic2382123.jpg
134342,Lords of Waterdeep: Scoundrels of Skullport,12825,8.21,https://cf.geekdo-images.com/ChZSk2MECGjo_WUjuKkfPw__micro/img/aB7jZFxE936UM-odWEYziyVUhvI=/fit-in/64x64/filters:strip_icc()/pic1590236.jpg
483,Diplomacy,12820,7.04,https://cf.geekdo-images.com/Fdo4FMnX7KsPx23LigwRBw__micro/img/Ni78hz6UwlI6faknkcwTikSIcig=/fit-in/64x64/filters:strip_icc()/pic7163611.jpg
287954,Azul: Summer Pavilion,12788,7.7,https://cf.geekdo-images.com/843kZ6WR0HfyXWEybA6L7A__micro/img/856O6uUDr2GpOo4vyEUiWDLyzko=/fit-in/64x64/filters:strip_icc()/pic4930887.jpg
247030,Terraforming Mars: Prelude,12734,8.84,https://cf.geekdo-images.com/2qrpbgsKEcvu5RLXpb6fgw__micro/img/gan9R51EGxEnzMbZsNYjC9A2N3o=/fit-in/64x64/filters:strip_icc()/pic4137234.jpg
66188,Fresco,12678,7.26,https://cf.geekdo-images.com/DCVRR-zA7Jy9wjuZudTZ8w__micro/img/TgVe3LwJ3sNYM50olu30L99Kz78=/fit-in/64x64/filters:strip_icc()/pic714398.jpg
125153,The Gallerist,12645,8.04,https://cf.geekdo-images.com/ie1GSt1XV04sXQXt-3O1UQ__micro/img/Zxap2me5W8VgLK_VNU_lY5vLnbA=/fit-in/64x64/filters:strip_icc()/pic2503200.png
146652,Legendary Encounters: An Alien Deck Building Game,12610,7.77,https://cf.geekdo-images.com/jSz_KRUxsjGYitoqx9YH1Q__micro/img/t589A9KaC7S6E4LN61DKRFw4T-k=/fit-in/64x64/filters:strip_icc()/pic2225180.jpg
8098,Jungle Speed,12583,6.49,https://cf.geekdo-images.com/pb553nZgH3akaF24MzT7nA__micro/img/P4WLVpp2ebbH3QGPC9eGkD6kics=/fit-in/64x64/filters:strip_icc()/pic4659199.jpg
233371,Clank! In! Space!: A Deck-Building Adventure,12521,7.82,https://cf.geekdo-images.com/haDQw7X8Z0VOItfow9eDtg__micro/img/ft8GB8AfU53V5KqpeK-7JHhRJdQ=/fit-in/64x64/filters:strip_icc()/pic3720843.jpg
699,HeroQuest,12502,7.17,https://cf.geekdo-images.com/v695lqCTLA_PU6fBHmfXCA__micro/img/nhq_6V-MnPb3j6K6KF6OA0kdKDg=/fit-in/64x64/filters:strip_icc()/pic5676212.jpg
172386,Mombasa,12502,7.87,https://cf.geekdo-images.com/VceWk5QVkgIp6rWDl5qHKQ__micro/img/nHZMadoKR1T5fSg9V6rkR3e39M0=/fit-in/64x64/filters:strip_icc()/pic2611318.jpg
133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,12497,7.18,https://cf.geekdo-images.com/oilW_2LuTedEdM0R2y3_MA__micro/img/uxanr-7i8FHXRtFnzMFGmg2hqrU=/fit-in/64x64/filters:strip_icc()/pic1775517.jpg
1219,Labyrinth,12453,6.41,https://cf.geekdo-images.com/qpL225YNN5iKRPotB7Q7MA__micro/img/SnoM_CSCNK0KeW-SSzITfwvAbQo=/fit-in/64x64/filters:strip_icc()/pic6173371.jpg
176396,Quadropolis,12392,7.25,https://cf.geekdo-images.com/y7kVtuCs6EfItCGUloqBAA__micro/img/mh60FBp6NTN5nGb-IBmX8YZ-VRU=/fit-in/64x64/filters:strip_icc()/pic2840020.jpg
34119,Tales of the Arabian Nights,12361,7.18,https://cf.geekdo-images.com/ibYzk1WgVEEnC0hnXdpqpg__micro/img/yNIyq6ZxGZlsHGzokYMMaK9T_P4=/fit-in/64x64/filters:strip_icc()/pic486114.jpg
203993,Lorenzo il Magnifico,12359,7.86,https://cf.geekdo-images.com/8G6GkImjt0F_L5aYb8fmtQ__micro/img/kDuDqsd-uzh0n9aqlsEoHXZbgfY=/fit-in/64x64/filters:strip_icc()/pic3175535.jpg
4390,Carcassonne: Hunters and Gatherers,12353,7.13,https://cf.geekdo-images.com/NSD4L9c-rY5OOlJYFlQ2Wg__micro/img/24OH1Dg8dljTUr02UMMtjD3fONg=/fit-in/64x64/filters:strip_icc()/pic5647234.png
128621,Viticulture,12339,7.53,https://cf.geekdo-images.com/WrnWFA1Sysm3-nQyBe1sUA__micro/img/9VtWtRAgJR0iCHf2vNdT8GFmfes=/fit-in/64x64/filters:strip_icc()/pic2619743.jpg
202976,7 Wonders Duel: Pantheon,12264,8.01,https://cf.geekdo-images.com/iQRqtxgRuh-4J5vYLdhsMg__micro/img/9C7ZGeTtEsMPcPXmR0mBcL98GbQ=/fit-in/64x64/filters:strip_icc()/pic3143885.png
206718,Ethnos,12165,7.47,https://cf.geekdo-images.com/UIKUXkcnH3Bd4fjcPGINcA__micro/img/CXwKLTFbze6qDzCDGOlSygJ9-Fg=/fit-in/64x64/filters:strip_icc()/pic3304124.png
220877,Rajas of the Ganges,12156,7.73,https://cf.geekdo-images.com/hR5sxxqNY3gjvLwifaqRww__micro/img/sKKxT9rwkJ1mq4miIA7vKBB4QKU=/fit-in/64x64/filters:strip_icc()/pic3646165.jpg
2921,The Game of Life,12075,4.32,https://cf.geekdo-images.com/c4S2XDRb_DCYCAV-ZAzDpg__micro/img/uzzz5zVETv-0DRPZJk8ib9ntW-Y=/fit-in/64x64/filters:strip_icc()/pic288405.jpg
1198,SET,12064,6.5,https://cf.geekdo-images.com/yOWJiLykXC5RfOgRukdoKQ__micro/img/SHWKv5NtyltJs0Jy3mYad_DiOrk=/fit-in/64x64/filters:strip_icc()/pic3524881.jpg
131260,Qwixx,11938,6.87,https://cf.geekdo-images.com/aOt-bT9nDzZdWl0dUqLy4w__micro/img/fQjcFr2tJVOE1E22PyNzxkMwHAw=/fit-in/64x64/filters:strip_icc()/pic1950487.jpg
1111,Taboo,11897,6.3,https://cf.geekdo-images.com/e8wVvax1VqQkgCu_AST5Aw__micro/img/JmIhqbQ2Zs3cfp7_zJvy8IHBmUs=/fit-in/64x64/filters:strip_icc()/pic212946.jpg
37380,Roll Through the Ages: The Bronze Age,11897,6.86,https://cf.geekdo-images.com/VoLyy7ScO6aAU9Neo7KCiA__micro/img/BqNomXhrvbGqXBzQQBOJMHxlMTs=/fit-in/64x64/filters:strip_icc()/pic986758.jpg
126042,Nations,11878,7.62,https://cf.geekdo-images.com/-hn7gA50ci0n7j9u_-jHhA__micro/img/wqK9XigibGoPnVnMR9XimKtdtdI=/fit-in/64x64/filters:strip_icc()/pic1591406.png
256226,Azul: Stained Glass of Sintra,11865,7.34,https://cf.geekdo-images.com/RrYR1xB8H7D1B5GwNV8jgQ__micro/img/AtyuEN6MIFbxjnV9W-XnnSVG-fo=/fit-in/64x64/filters:strip_icc()/pic4212417.jpg
17133,Railways of the World,11837,7.67,https://cf.geekdo-images.com/Sz0wLg3TgycpzSvSMdzRJA__micro/img/Qp-qTxyFWOjO85ivNk_y3Edtp3w=/fit-in/64x64/filters:strip_icc()/pic3869603.jpg
215311,Downforce,11744,7.33,https://cf.geekdo-images.com/c74C-NVJHuMVxt6A_j2TsA__micro/img/hPjsIJFYINR_CaODfGvJg0GU0F8=/fit-in/64x64/filters:strip_icc()/pic3432548.png
220,High Society,11626,7.13,https://cf.geekdo-images.com/_3wm5Ikl8NtF6oTQ5KT-1g__micro/img/PIiqmn_GLlNpcbrCRHnGhyk7xHw=/fit-in/64x64/filters:strip_icc()/pic3894197.jpg
42215,Tobago,11626,7.11,https://cf.geekdo-images.com/fuC2C10_6QK84R45Mseojw__micro/img/_kHXvo0fM6UfxwKh1WS253YRPpA=/fit-in/64x64/filters:strip_icc()/pic596625.jpg
183840,Oh My Goods!,11617,7.0,https://cf.geekdo-images.com/nYIjEKh_0nYX48uD_tLawA__micro/img/YcEgw_a9NzN0VOGjc6IF7UWY6bY=/fit-in/64x64/filters:strip_icc()/pic3032677.jpg
17226,Descent: Journeys in the Dark,11612,7.29,https://cf.geekdo-images.com/915Abv-1k4_f_-__SkXybg__micro/img/6eqvyJfswNhEm3U55QRdNRSnDC8=/fit-in/64x64/filters:strip_icc()/pic249300.jpg
290448,Wingspan: European Expansion,11599,8.38,https://cf.geekdo-images.com/7izK8WM_bgtvBzxQvLGz-A__micro/img/QU_rPYbY5OucbYgV55w3Seo-sHg=/fit-in/64x64/filters:strip_icc()/pic4982682.jpg
31594,In the Year of the Dragon,11572,7.32,https://cf.geekdo-images.com/4X3HUNl0WsJnTcJYi7bu9Q__micro/img/9pbz7wOrUDyODYpO2MKxR8PXh18=/fit-in/64x64/filters:strip_icc()/pic285822.jpg
